Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,time_diff
,,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,33,20.13785787559357,
28.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,13.205590665073863,5.0
,,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,10.884116727933907,
23.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,19,3.035951262375807,
34.0,4.8,Fog,Medium,2,Meal,scooter,1.0,No,Urban,19,5.961769056421444,15.0
20.0,4.6,Windy,Low,0,Meal,motorcycle,0.0,No,Urban,19,10.692860419649529,5.0
36.0,4.9,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,30,8.97657358366948,10.0
35.0,4.7,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,34,6.219459890681801,15.0
24.0,5.0,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,7.562176569442244,10.0
38.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,4.401805402348334,15.0
34.0,4.9,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,28,9.329408318917828,
23.0,4.8,Cloudy,Medium,1,Snack,scooter,0.0,No,Urban,12,4.707104052532131,15.0
34.0,4.5,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,16,7.590017577593779,5.0
29.0,4.9,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,19,9.29737332587202,
34.0,4.6,Windy,High,1,Snack,scooter,1.0,No,Urban,34,6.205452157234621,5.0
26.0,4.7,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,33,6.1364990696195605,5.0
28.0,4.8,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,23,13.66012243987222,
32.0,4.5,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,23,4.664846958989862,10.0
26.0,4.6,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,23,13.393836726393529,5.0
39.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,20,1.4674603592994038,
38.0,4.5,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,33,13.173070499330958,10.0
23.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,21,10.859028405381666,10.0
26.0,4.6,Sandstorms,High,2,Buffet,scooter,0.0,No,Metropolitian,16,1.5238925202220601,15.0
38.0,5.0,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,12,3.068235552073069,5.0
29.0,4.5,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,27,12.271998208269219,10.0
37.0,4.8,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,4.707104052532131,
29.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,20.827407215133082,10.0
20.0,4.9,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,4.463967267078257,10.0
38.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,10.859243076521745,10.0
27.0,4.6,Windy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,22,6.117381788100099,10.0
30.0,4.5,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,36,12.057018583052514,15.0
21.0,4.8,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,29,12.395136598591078,
36.0,4.7,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,26,7.443866993367354,5.0
30.0,4.7,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,30,6.21959765099924,5.0
26.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,12.057293898874809,10.0
28.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19,3.0141380040745585,5.0
37.0,4.7,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,45,12.394529722570477,15.0
21.0,4.8,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,19,1.5549547945110038,10.0
36.0,4.9,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,36,9.329126598830861,10.0
21.0,4.6,Cloudy,Jam,1,Buffet,scooter,1.0,No,Urban,38,10.666327233167522,10.0
35.0,4.4,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,25,3.0992369870686693,5.0
33.0,4.8,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,9.142696223491393,15.0
35.0,4.9,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24,9.043151042212209,5.0
36.0,4.2,Fog,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,43,10.625702124383546,15.0
35.0,4.7,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,27,17.04436567231191,10.0
20.0,3.9,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,49,7.551297987342759,5.0
,,,Jam,0,Meal,motorcycle,,No,Metropolitian,35,7.319216357127336,
21.0,4.8,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,13,13.993207493260824,10.0
23.0,4.7,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,10.666299688229628,10.0
27.0,4.9,Windy,Jam,2,Snack,motorcycle,1.0,No,Urban,27,7.536180450634203,10.0
32.0,4.8,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,15,5.951895536674813,5.0
22.0,4.9,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,29,16.696084580892986,15.0
34.0,4.3,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,31,9.177225998300313,5.0
39.0,4.0,Sandstorms,High,0,Snack,motorcycle,0.0,No,Metropolitian,36,6.205284711948613,5.0
26.0,4.7,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,16,12.14220633599231,5.0
30.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,35,13.993650241500593,15.0
32.0,4.9,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,28,17.041284717657593,
29.0,4.7,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,42,13.96160834095749,5.0
33.0,4.5,Sunny,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,6.276138627413788,
26.0,4.7,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Metropolitian,22,1.5493574837899744,10.0
26.0,4.5,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,19,19.730066811633467,15.0
20.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,2.976075159073704,5.0
36.0,4.2,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32,7.7863799713900415,
33.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,,No,Metropolitian,43,13.564100721659603,5.0
21.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,7.845173108613386,5.0
29.0,4.7,Fog,Low,2,Snack,electric_scooter,0.0,No,Urban,11,1.5549501809798034,
29.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,16.6946756040029,5.0
32.0,5.0,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,14,3.099363474441731,15.0
24.0,4.5,Fog,Low,1,Buffet,scooter,1.0,No,Urban,27,10.57148959092966,10.0
23.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,16,3.02065083853194,
22.0,4.9,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,16,9.16245242046385,10.0
27.0,4.5,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,16.823323902377677,5.0
23.0,5.0,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,30,12.552275755914396,5.0
30.0,4.9,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,7.439967826806012,
30.0,3.6,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,43,12.081089159931416,
29.0,4.6,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,15,20.165939542054012,10.0
32.0,5.0,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,13.65977087384612,5.0
36.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,21,16.63516797493171,10.0
30.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,28,4.583028228112973,15.0
35.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,4.571381486596766,5.0
21.0,5.0,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,18,1.551405569120894,15.0
38.0,4.5,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,25,7.58914997465734,15.0
34.0,4.8,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,18,4.707104052532131,5.0
39.0,4.6,Cloudy,High,0,Buffet,motorcycle,1.0,No,Urban,30,6.028986564142892,15.0
37.0,4.8,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,35,6.276138627413788,5.0
30.0,4.1,Fog,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,31,13.944605804276241,
22.0,4.8,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,19.026110823207926,
33.0,3.0,Sunny,Low,0,Buffet,motorcycle,2.0,No,Urban,34,16.871969938410068,10.0
20.0,4.7,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,13.742674023125222,15.0
36.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,51,19.88068932355078,10.0
,,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21,9.107284201919228,5.0
30.0,5.0,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,23,9.307994788103352,15.0
38.0,4.9,Stormy,Medium,1,Meal,scooter,0.0,No,Urban,31,9.16228431825746,
27.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,,22,4.601965759352709,5.0
27.0,4.5,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,16,19.63445092983647,10.0
21.0,4.8,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,39,20.166508475499445,5.0
30.0,4.8,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,24,13.591437788969875,10.0
28.0,4.8,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,10,2.9279142999673726,15.0
24.0,4.8,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,25,10.550310831725481,10.0
34.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,17,10.58675568922506,5.0
20.0,4.7,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Metropolitian,15,16.635180987928408,
28.0,4.6,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,25,5.9523323468745275,15.0
31.0,4.2,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,35,10.586758847813408,15.0
35.0,4.2,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,31,10.73793349138762,10.0
39.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,4.588614628081121,10.0
38.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,36,10.571127831273872,15.0
26.0,4.3,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,34,13.993210456583567,
32.0,4.8,Sandstorms,High,1,Snack,scooter,1.0,No,Metropolitian,26,6.071907624965713,
23.0,4.8,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Urban,12,3.098521571403345,
22.0,4.7,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27,19.850967056283178,
26.0,4.6,Fog,Low,0,Snack,motorcycle,,No,Metropolitian,18,3.0477613555277565,10.0
37.0,4.2,Sandstorms,High,1,Meal,scooter,0.0,No,Metropolitian,32,3.068218944934489,5.0
27.0,4.8,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,23,13.660196747007127,10.0
31.0,4.9,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,30,13.944615768514558,
29.0,4.9,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Urban,12,4.579688289809493,
33.0,4.1,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,43,13.661064865061226,5.0
29.0,3.9,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Semi-Urban,49,9.328992257417559,15.0
33.0,4.5,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,25,2.9761590211443525,10.0
,,,,3,Drinks,scooter,0.0,No,Metropolitian,15,16.622863350276074,
36.0,4.6,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,3.0993562253811637,15.0
35.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,Yes,Semi-Urban,52,19.340303385746232,15.0
29.0,4.5,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,45,13.390532026352956,5.0
,,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Urban,19,6734.752585456547,
34.0,5.0,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,29,4.648349677934942,
25.0,4.8,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,24,13.942401801169584,15.0
36.0,4.9,Sunny,Low,1,Snack,motorcycle,,No,Metropolitian,10,1.52973448839228,5.0
22.0,3.7,Sunny,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,42,7.619039773401199,15.0
38.0,4.6,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,26,1.5340818368746136,
21.0,2.6,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,39,16.824024800777703,5.0
35.0,4.8,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,41,17.25937671693666,15.0
32.0,4.0,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,37,12.438948024729351,15.0
25.0,5.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,39,16.694758860031488,15.0
22.0,4.9,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,23,4.648172911966466,10.0
31.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,21,7.536651156165946,
28.0,4.3,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,37,17.063899809147276,10.0
27.0,4.7,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,25,10.586671192788684,10.0
23.0,4.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,20,1.5690347154047222,5.0
23.0,4.6,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,12,16.365469292582933,15.0
25.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,18,14.121309628180253,10.0
28.0,4.5,Windy,Medium,1,Buffet,scooter,1.0,No,Urban,24,16.695271848484058,5.0
38.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Urban,26,9.297354296195136,10.0
36.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,53,10.707099704447124,5.0
24.0,4.3,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,43,16.365888153130857,5.0
28.0,4.5,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,12.081103812841032,10.0
25.0,4.8,Sunny,Jam,0,Buffet,motorcycle,0.0,No,,27,10.859228110858677,15.0
37.0,4.9,Sandstorms,High,1,Snack,motorcycle,1.0,No,Urban,27,6.071418934387288,15.0
34.0,5.0,Sunny,High,1,Drinks,scooter,0.0,No,Metropolitian,23,6.107424091719353,10.0
24.0,4.8,Sandstorms,Low,2,Buffet,scooter,0.0,No,,17,10.983241696284242,15.0
37.0,4.9,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Urban,15,12.395333516408236,
21.0,4.5,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,42,12.142145823760126,10.0
33.0,4.9,Cloudy,Jam,2,Drinks,scooter,2.0,No,Urban,41,10.844889295136394,15.0
30.0,4.2,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,34,5.952358021804922,15.0
35.0,4.2,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,34,1.5296530898386322,15.0
27.0,4.6,Sandstorms,High,0,Snack,motorcycle,0.0,No,Metropolitian,17,1.5549063677553951,5.0
34.0,4.7,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,30,10.625696716966452,10.0
33.0,4.8,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,26,20.24411108842752,5.0
,,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,,13,3.1148839840455818,
37.0,4.7,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,23,9.165678378618262,10.0
28.0,4.8,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,30,20.24455209101656,
23.0,4.6,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,35,10.859484492786814,
22.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,19.63124518378524,15.0
21.0,4.6,Sunny,Jam,1,Meal,scooter,0.0,No,Urban,23,12.08993925037186,10.0
22.0,4.8,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,27,19.940782302250376,5.0
33.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,2.927610574514984,5.0
39.0,4.2,Windy,Medium,2,Snack,scooter,2.0,No,Urban,34,9.297712540601065,5.0
27.0,4.8,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,29,7.747250131783333,
37.0,4.7,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,30,13.592501394228012,5.0
24.0,4.9,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,23,13.943064995438718,10.0
32.0,4.6,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,25,3.020916215301368,10.0
38.0,3.9,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,36,12.272430559996877,5.0
29.0,5.0,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,21,14.121309628180253,
27.0,4.7,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,16.69460380218422,15.0
34.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,,24,9.414207472710384,10.0
38.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,17.25937671693666,15.0
26.0,4.8,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,16,6.107475196286631,10.0
39.0,4.7,Sunny,High,2,Drinks,motorcycle,0.0,No,Metropolitian,23,6.109570305811442,5.0
38.0,4.7,Windy,Medium,2,Meal,electric_scooter,0.0,No,Urban,22,20.142861143257786,
,,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Urban,23,12.21662973029514,
28.0,4.7,Windy,High,2,Buffet,electric_scooter,0.0,,,11,2.9278426490331344,15.0
21.0,4.4,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,36,17.045028259070932,15.0
24.0,4.8,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,21,7.439665794628368,5.0
30.0,4.7,Sunny,Low,2,Snack,electric_scooter,,No,Metropolitian,12,3.1098846908757523,15.0
36.0,5.0,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,45,10.883997392153184,
24.0,4.4,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,35,19.65934405227445,5.0
38.0,4.6,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,16.61263581820452,10.0
34.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,10.983241696284242,5.0
24.0,4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,23,6.219648077689977,10.0
34.0,4.6,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,48,13.941657178556085,
31.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,12.143170122125813,15.0
37.0,4.9,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,29,17.042984733537466,10.0
22.0,4.8,Cloudy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,25,6.108657243547513,15.0
21.0,4.7,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16,13.961547929942947,15.0
29.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,11,6.197859747845191,
33.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,2.9810289107073746,5.0
34.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,9.329243652133542,
36.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,13.611208451751823,10.0
22.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,22,10.432351126873789,5.0
34.0,4.7,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,4.52182618432303,5.0
23.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,14,16.797998791306554,5.0
35.0,4.7,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,12.082261071804195,15.0
33.0,4.8,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,22,16.366706397807285,5.0
25.0,4.8,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,23,4.588800255832845,
20.0,3.8,Sunny,High,0,Snack,motorcycle,2.0,No,Metropolitian,47,1.549349231718562,15.0
27.0,4.7,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,26,4.521867847821588,15.0
21.0,4.4,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,39,10.858669403180437,10.0
36.0,4.7,Stormy,Low,2,Drinks,electric_scooter,1.0,No,,23,20.24357737062185,
31.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,44,12.271998208269219,
22.0,4.5,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,10.983241696284242,15.0
24.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,15,10.706613368220644,15.0
24.0,4.7,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,21,3.1380694073889375,10.0
26.0,4.5,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,10.844486788384007,10.0
34.0,4.2,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,19.3401463924332,10.0
,,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,22,3.0144232661092043,
23.0,5.0,Sunny,Low,1,Snack,scooter,1.0,No,,23,1.5549501505086067,5.0
39.0,4.7,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,16.950214856387372,15.0
33.0,3.9,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,35,13.592319121658754,
,,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22,3.0681243652003483,
21.0,5.0,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,15,6.2197451154173,10.0
37.0,5.0,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,1.5495114643800811,15.0
39.0,4.6,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,43,20.165511137076297,
38.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,9.107582743161037,5.0
33.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,3.0986894561589557,5.0
22.0,4.9,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,29,7.845173108613386,
21.0,5.0,Sunny,Jam,2,Snack,electric_scooter,1.0,No,,12,7.845173108613386,10.0
39.0,4.4,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,34,7.774583711944046,15.0
30.0,4.4,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,41,12.08114988633562,10.0
26.0,4.8,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,20,17.25937671693666,5.0
35.0,4.9,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,12,3.0209288906743756,15.0
32.0,4.9,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,7.589520689727855,5.0
36.0,4.9,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,29,9.107284201919228,5.0
20.0,4.5,Windy,High,0,Snack,motorcycle,0.0,No,Metropolitian,29,6.09529436614427,5.0
24.0,4.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,40,12.08140588913986,
24.0,4.9,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,12.438925818440378,15.0
21.0,4.6,Cloudy,Jam,2,Snack,motorcycle,1.0,No,,30,7.632598519840558,
24.0,4.5,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19,3.0989710082120365,10.0
36.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,34,9.162729174053524,5.0
,,,,3,Buffet,bicycle,1.0,No,Urban,39,6.21959765099924,
30.0,5.0,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,16,6.028884905756944,5.0
31.0,4.5,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,4.533890783502033,10.0
27.0,4.6,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,16,16.696341060624416,5.0
26.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,13,9.296712100181459,
24.0,4.4,Fog,Medium,1,Drinks,motorcycle,1.0,No,Urban,39,16.79253633397431,
34.0,5.0,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,24,20.82829451699863,15.0
29.0,4.8,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,4.530985191304095,10.0
22.0,4.6,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,38,12.438457015455342,10.0
34.0,4.6,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,25,9.414207472710384,5.0
21.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,19.730066811633467,5.0
32.0,4.8,Fog,High,1,Meal,scooter,2.0,No,Metropolitian,35,6.219459890681801,
34.0,4.7,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,30,6.20541663672186,5.0
27.0,4.1,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,32,20.828297086838123,5.0
21.0,4.7,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,38,12.1426704162829,5.0
,,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Urban,44,13.962610508154095,
30.0,4.9,Cloudy,Jam,2,Buffet,scooter,,No,Metropolitian,36,10.69511863363468,
29.0,4.8,Cloudy,High,1,Meal,motorcycle,2.0,No,Metropolitian,33,6.049870868802052,15.0
28.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,17,2.9763252713823323,10.0
28.0,4.9,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,29,7.774533589022428,5.0
21.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,2.9810679950285,5.0
21.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,4.533522195919197,5.0
