Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,time_diff
21.0,2.5,Sunny,Low,2,Meal,motorcycle,1.0,No,Urban,31,13.611199709068515,10.0
26.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,13.563852221699795,
37.0,5.0,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,20,1.5549501809798034,15.0
33.0,4.2,Stormy,Jam,1,Snack,scooter,2.0,No,Urban,43,19.33955502577355,15.0
38.0,4.8,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,19,20.828113819012323,5.0
28.0,4.5,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,16,7.55134328502541,15.0
38.0,4.7,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,32,7.336028093102058,5.0
30.0,4.6,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,16.79186931198531,5.0
31.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,20,7.757080118899557,15.0
23.0,4.6,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,11,6.135765048576284,5.0
32.0,4.8,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,29,1.4639291722377832,10.0
22.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,12,6.11841026532285,
30.0,4.9,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,23,14.121309628180253,
31.0,4.2,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,38,17.102556449838982,15.0
20.0,4.9,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,16,16.82388200573448,10.0
,,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,2897.867863988666,
37.0,4.5,Sunny,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,21,6.205284711948613,5.0
39.0,4.3,Sandstorms,High,2,Snack,motorcycle,0.0,No,Metropolitian,34,1.5493596705178603,10.0
29.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,39,19.88128642012534,15.0
37.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,19.63081769794792,15.0
21.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,30,7.535988122581618,
24.0,4.6,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,13,9.204543446314432,10.0
36.0,4.5,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,30,8.925949104956214,5.0
30.0,3.7,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,44,20.39744277518833,10.0
26.0,5.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,17.10252778809447,5.0
35.0,4.5,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,15,4.647625792527508,5.0
29.0,4.0,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,33,9.20426539101661,5.0
32.0,4.9,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,23,19.64203826749578,10.0
22.0,4.9,Sandstorms,High,0,Snack,motorcycle,0.0,No,Metropolitian,16,1.549420818380559,5.0
32.0,4.3,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,39,13.563131658662943,10.0
38.0,4.5,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,9.165436705070869,5.0
39.0,4.0,Stormy,High,2,Buffet,scooter,0.0,No,Metropolitian,34,2.975545947584032,15.0
38.0,4.3,Stormy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,33,4.5541099145681745,10.0
27.0,4.8,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,1.5690347154047222,10.0
,,,,3,Meal,bicycle,1.0,No,Urban,26,13.993239375923967,
38.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,1.0,Yes,Metropolitian,39,12.081103812841032,10.0
35.0,4.9,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,28,3.0537978384134963,10.0
39.0,4.7,Sunny,Low,1,Drinks,scooter,1.0,No,Urban,16,9.061426530475481,10.0
21.0,4.9,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,17,6.276138627413788,
28.0,4.9,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,6.02942286362744,5.0
20.0,4.6,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,26,8.94250913266002,15.0
25.0,4.7,Sunny,High,2,Drinks,electric_scooter,0.0,,Metropolitian,10,6.0280717308551015,5.0
31.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,13.942286436722357,15.0
30.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,19,8.782604765939656,15.0
37.0,5.0,Sunny,Low,1,Buffet,scooter,0.0,No,Urban,20,17.25937671693666,15.0
30.0,4.7,Sunny,Low,1,Meal,motorcycle,1.0,No,Urban,26,16.821191645783845,
20.0,4.6,Stormy,Jam,2,Buffet,scooter,0.0,No,Urban,14,9.107582743161037,10.0
28.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,28,9.16087857490925,10.0
24.0,4.2,Fog,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,31,19.938891482890103,5.0
30.0,4.5,Windy,Medium,2,Drinks,scooter,1.0,No,Urban,37,20.16698937867584,10.0
29.0,4.3,Cloudy,High,1,Meal,scooter,1.0,No,Urban,33,6.198355147984955,15.0
24.0,5.0,Fog,Low,1,Snack,scooter,1.0,No,Urban,24,13.611034203648224,10.0
22.0,4.2,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,16,4.588679297487378,10.0
20.0,4.5,Sunny,Medium,1,Snack,scooter,0.0,No,Urban,14,7.774259486970199,
38.0,4.9,Stormy,Medium,1,Meal,motorcycle,1.0,No,Urban,28,10.58671194847277,
39.0,4.8,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,26,1.5104830030232959,5.0
29.0,5.0,Fog,Medium,0,Meal,motorcycle,1.0,Yes,Urban,44,17.043078203708387,
22.0,4.7,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,21,6.197259279550284,10.0
32.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,29,1.517939885817987,5.0
35.0,4.7,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,33,16.61668884062656,15.0
35.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,3.0250084659147034,5.0
32.0,3.9,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,39,17.25937671693666,
27.0,4.9,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,12,9.329363924112965,15.0
26.0,4.7,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11,4.553866510568942,10.0
23.0,4.6,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,12,16.365469292582933,15.0
31.0,4.0,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,34,9.414207472710384,15.0
29.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,13.611208451751823,15.0
28.0,4.7,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,19,10.693136840483943,5.0
38.0,5.0,Windy,Medium,1,Meal,scooter,1.0,No,Urban,29,4.571544739268617,5.0
32.0,4.7,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,7.535988122581618,15.0
26.0,4.7,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,13.611101106406846,5.0
20.0,5.0,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21,19.845164623281903,5.0
35.0,3.5,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,16.366038203855815,5.0
24.0,4.6,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,27,12.410204358275573,5.0
37.0,4.8,Cloudy,Medium,2,Drinks,scooter,1.0,No,Urban,15,9.307995060573344,5.0
27.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Urban,28,9.159782233301414,
37.0,4.5,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,30,1.5274138826350512,15.0
26.0,4.4,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,38,17.040537813695973,10.0
22.0,4.5,Stormy,High,1,Meal,scooter,0.0,No,Metropolitian,27,6.196872084446659,
25.0,4.9,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,11,13.961679428629168,15.0
24.0,4.9,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21,9.061995111687455,15.0
33.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,33,3.099243404030397,
37.0,5.0,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,9.2945299033058,10.0
24.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27,4.654006561671795,5.0
23.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Urban,11,1.551472641050793,15.0
26.0,5.0,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,39,19.027242402125786,15.0
31.0,5.0,Fog,Medium,1,Meal,scooter,0.0,No,Urban,18,6.041281890703408,15.0
21.0,4.9,Windy,Jam,1,Snack,motorcycle,0.0,No,Urban,20,20.213749305783026,10.0
20.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,3.109785419225475,
22.0,4.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,13.750484667228228,5.0
35.0,4.1,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,1.4884329736185136,15.0
28.0,4.9,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,12.142093636687232,5.0
30.0,4.2,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,9.107658657262904,
25.0,4.2,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,9.414207472710384,
38.0,4.7,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,28,7.440272198875592,
37.0,4.4,Stormy,High,1,Buffet,scooter,1.0,No,,32,5.9519211114907655,5.0
31.0,4.7,Fog,Jam,2,Snack,electric_scooter,1.0,Yes,Metropolitian,43,13.750484667228228,
29.0,4.6,Sandstorms,High,2,Meal,motorcycle,0.0,No,Metropolitian,17,6.197822797658339,5.0
21.0,4.3,Stormy,Low,0,Snack,motorcycle,0.0,No,Urban,15,3.0985746646299557,
38.0,4.5,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,21,4.464113950944991,5.0
26.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20.13775691483711,5.0
,,,,3,Buffet,scooter,0.0,No,Metropolitian,38,6.135875610009268,
23.0,4.3,Fog,Jam,1,Drinks,motorcycle,2.0,No,Urban,44,13.66012243987222,10.0
29.0,4.9,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,37,11.90326041853209,10.0
27.0,4.2,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,20,1.5496365009021706,
24.0,4.6,Fog,High,2,Meal,electric_scooter,1.0,No,Metropolitian,21,6.071667504672453,5.0
23.0,3.1,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,44,13.397932459617952,5.0
23.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,7.745931643123964,10.0
39.0,4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,16.760389472658115,10.0
30.0,4.7,Stormy,Low,2,Drinks,electric_scooter,0.0,No,,27,12.552275755914396,5.0
27.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,11,3.0205717457500154,15.0
38.0,4.5,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,30,13.569735937565719,15.0
31.0,4.6,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,24,9.107291566563282,
28.0,4.5,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,20,12.552275755914396,10.0
38.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,3.1028662034398127,
33.0,4.9,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,23,3.0990232373642685,
39.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,9.295204891130112,5.0
,,,,3,Snack,scooter,1.0,No,Metropolitian,18,16428.17572063301,
33.0,4.6,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,6.049869064943989,15.0
30.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18,12.393068064322298,
30.0,4.8,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,30,13.867748440497122,15.0
24.0,4.5,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,14.121309628180253,5.0
21.0,4.8,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,29,16.79744377860206,5.0
31.0,4.6,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,26,13.961941195387306,
23.0,5.0,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,13.740852946327324,15.0
38.0,4.6,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,49,10.859484492786814,10.0
33.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,1.5495023088967608,5.0
26.0,4.5,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,30,19.730165083395782,5.0
36.0,4.6,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,10.859613579477086,10.0
31.0,4.8,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,20,19.63239018878742,5.0
32.0,4.0,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,42,6.276138627413788,5.0
35.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,53,10.859486478314285,5.0
37.0,4.4,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,50,10.983241696284242,15.0
20.0,4.4,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,7.480688743369739,5.0
21.0,4.9,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,18,1.5340279311561753,5.0
34.0,4.3,Stormy,Jam,1,Meal,scooter,3.0,No,Metropolitian,44,13.804833300940194,5.0
37.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,1.5496181081278617,15.0
33.0,4.4,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,33,19.842513058983965,15.0
27.0,4.8,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,9.061127494751885,10.0
28.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,23,3.0990232373642685,15.0
24.0,4.7,Fog,Medium,1,Buffet,scooter,,No,Metropolitian,13,6.205738534229064,10.0
28.0,4.3,Sunny,Jam,0,Meal,motorcycle,3.0,No,Semi-Urban,50,7.774261130376622,5.0
33.0,4.4,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,27,1.5125357525701308,5.0
33.0,4.6,Windy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,26,13.591000472238147,5.0
,,Windy,High,2,Meal,electric_scooter,,No,Metropolitian,29,3.0589705915603407,
39.0,4.6,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,24,9.106851796519383,10.0
36.0,4.6,Fog,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,44,12.236645300484978,15.0
25.0,4.5,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Urban,11,9.07447898190687,15.0
37.0,5.0,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,18,7.845173108613386,15.0
20.0,4.8,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,16,10.884286768026136,10.0
29.0,4.9,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,23,13.564225848681398,10.0
33.0,4.1,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,36,6.198170058205873,15.0
38.0,4.9,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Urban,26,9.297734320003553,15.0
32.0,4.0,Cloudy,High,2,Meal,scooter,0.0,No,Metropolitian,38,1.4888875145065654,
,,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,37,12.056316928798037,
34.0,4.8,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,15,4.530782812019633,10.0
21.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,7.432582847534511,15.0
37.0,4.9,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,38,13.740852946327324,10.0
30.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,4.672207317453373,10.0
21.0,4.6,Cloudy,Low,0,Meal,motorcycle,0.0,No,Urban,22,3.1029169967959707,
23.0,4.6,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,16,9.174732338667047,10.0
35.0,4.6,Stormy,High,2,Buffet,scooter,1.0,No,Metropolitian,25,5.9461817680454905,5.0
30.0,4.7,Sandstorms,Jam,1,Snack,scooter,,No,Urban,26,7.562153377641838,15.0
33.0,4.1,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,19.58824065849606,5.0
25.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,16.695279587363153,15.0
23.0,4.9,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,20,6.0290463677730175,5.0
32.0,4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,20,13.659625231758408,10.0
36.0,4.1,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,22,7.589769422472331,5.0
37.0,4.4,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,43,3.098521571403345,10.0
29.0,4.8,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Urban,11,7.589463706702216,15.0
35.0,4.6,Windy,Low,1,Snack,scooter,1.0,No,Urban,21,8.976329464104056,15.0
29.0,4.9,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,43,16.58453759838278,15.0
24.0,5.0,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,14,3.0544141238528257,15.0
35.0,4.8,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,15,4.488515574467766,5.0
32.0,4.9,Sunny,High,1,Drinks,scooter,1.0,No,Metropolitian,18,3.036073580509908,5.0
25.0,4.2,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25,3.1028516424561308,5.0
21.0,4.6,Stormy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,20,16.57770577723575,5.0
35.0,4.2,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,5.85544636534018,10.0
30.0,4.7,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,22,10.27090334170059,15.0
25.0,4.2,Windy,Low,0,Snack,motorcycle,0.0,No,,19,1.512541244397138,
33.0,5.0,Fog,Jam,2,Buffet,motorcycle,1.0,No,Urban,29,5638.52769699635,15.0
37.0,4.9,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,27,16.61668884062656,15.0
37.0,4.9,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,27,12.098912595996772,5.0
20.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,19.658584057224694,10.0
34.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,18,1.5072188473775159,10.0
36.0,4.8,Fog,Low,2,Meal,electric_scooter,1.0,No,,17,1.5179990378556263,15.0
,,,,3,Buffet,scooter,1.0,No,Metropolitian,29,17.045028259070932,
22.0,4.7,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,18,10.983241696284242,15.0
39.0,4.3,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,35,10.883716478923029,15.0
37.0,4.5,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,21,4.52182618432303,10.0
30.0,4.9,Sandstorms,High,1,Snack,scooter,1.0,No,Metropolitian,29,3.0206687990832064,15.0
37.0,4.9,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,14,3.0139588709850593,5.0
35.0,3.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,33,20.861756167061134,15.0
30.0,4.8,Windy,Low,1,Snack,scooter,,No,Urban,26,3.020959894473488,
,,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32,12.057293898874809,
21.0,4.7,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,9.177049632235144,10.0
20.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,10.846061827066512,5.0
20.0,4.5,Windy,Jam,2,Drinks,motorcycle,0.0,No,Urban,18,7.774520987326119,15.0
,,Stormy,Jam,2,Meal,scooter,0.0,No,Urban,34,9.062186152434844,
35.0,4.6,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,21,1.5125527024916743,5.0
25.0,4.5,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,20,5.868912881663654,10.0
,,Sunny,Low,2,Meal,scooter,0.0,No,,17,1.549349231718562,
29.0,5.0,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,12,4.588834564304853,10.0
20.0,4.7,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,10,6.135765048576284,15.0
23.0,4.9,Stormy,Medium,2,Snack,scooter,0.0,No,Urban,20,13.942286436722357,10.0
31.0,4.3,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,38,3.06795567031906,5.0
35.0,4.4,Windy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,33,5.855334902123503,10.0
27.0,4.7,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,38,12.098573372267351,5.0
23.0,4.6,Cloudy,High,2,Snack,scooter,0.0,No,Urban,24,6.118155829484073,5.0
28.0,4.6,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20.21242765065459,15.0
37.0,4.7,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,28,3.1380694073889375,
20.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,13,1.5272284258837883,5.0
20.0,4.7,Sunny,High,1,Drinks,motorcycle,0.0,No,Metropolitian,17,6.21951968395977,15.0
23.0,4.2,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,38,16.790293751513897,
34.0,4.9,Sunny,Low,1,Meal,motorcycle,1.0,No,Urban,13,7.747259356564115,5.0
27.0,4.8,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Urban,20,17.063899809147276,10.0
26.0,4.9,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,20,7.439726105443744,15.0
27.0,4.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,19,1.5179258188343594,15.0
22.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,34,10.901102276923808,5.0
29.0,4.9,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,19.729460138980883,
23.0,4.8,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,22,9.307756519895385,10.0
39.0,4.4,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,39,13.96135178633398,
20.0,5.0,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,10,17.25937671693666,15.0
30.0,3.6,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,43,12.081089159931416,
22.0,4.9,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,16,10.692860419649529,10.0
38.0,4.6,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,4.707104052532131,5.0
36.0,4.8,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,6.198170058205873,5.0
29.0,4.7,Windy,High,2,Meal,scooter,0.0,No,Metropolitian,17,6.02889253332536,10.0
29.0,5.0,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,12.552275755914396,5.0
31.0,4.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,25,4.647957994225859,15.0
39.0,4.1,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,9.203394311041274,5.0
33.0,4.8,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Urban,15,1.5296123009283702,
30.0,4.7,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Urban,32,1.529664921805109,10.0
21.0,4.6,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,9.29662172168437,
31.0,4.9,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,30,6.041720567259691,15.0
21.0,5.0,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,18,10.737746566804505,15.0
26.0,4.8,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,29,12.057182695080286,5.0
30.0,4.9,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,26,7.43965135385974,10.0
24.0,4.2,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20.16659983205119,15.0
34.0,4.8,Fog,Jam,1,Snack,scooter,2.0,No,Urban,45,13.713309355533864,5.0
27.0,4.6,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Urban,19,7.670319505130879,15.0
25.0,4.6,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,23,16.6946756040029,5.0
24.0,3.4,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,38,13.960889853665337,5.0
31.0,4.8,Sandstorms,Low,2,Snack,scooter,,No,Metropolitian,18,13.564037303931613,10.0
27.0,4.3,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,43,13.611105169020725,10.0
30.0,4.0,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34,1.5491634661872675,10.0
25.0,4.9,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,23,6.135875610009268,
32.0,3.7,Stormy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,38,16.94942976612708,
28.0,4.9,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,3.0543219597053017,5.0
22.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,3.0591830211678976,10.0
,,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,44,16.79920368367176,10.0
35.0,4.8,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,26,9.245826665693794,
22.0,4.9,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,32,10.844828262382588,15.0
30.0,4.6,Sunny,Medium,2,Meal,motorcycle,0.0,No,Urban,21,4.648812589303729,15.0
20.0,5.0,Windy,Low,1,Meal,motorcycle,0.0,No,Urban,16,16.58453759838278,5.0
30.0,4.5,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,9.295646535921835,5.0
34.0,4.9,Fog,Low,0,Meal,motorcycle,0.0,No,Urban,24,7.589949107711548,
38.0,4.5,Sunny,Jam,0,Drinks,motorcycle,,No,Metropolitian,20,9.07457495490975,
23.0,4.7,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Urban,18,12.393263757604263,10.0
